	Chr	Pos	-log10(pValue)
rs5194	5	518	0.646
rs5195	5	519	0.224
rs5196	5	520	0.349
rs5197	5	521	0.227
rs5198	5	522	0.604
rs5199	5	523	0.24
rs5200	5	524	0.339
rs5201	5	525	0.393
rs5202	5	526	2.04
rs5203	5	527	0.144
rs5204	5	528	0.946
rs5205	5	529	0.119
rs5206	5	530	0.037
rs5207	5	531	0.235
rs5208	5	532	0.746
rs5209	5	533	0.149
rs5210	5	534	1.041
rs5211	5	535	0.545
rs5212	5	536	0.088
rs5213	5	537	0.239
rs5214	5	538	0.352
rs5215	5	539	0.135
rs5216	5	540	0.317
rs5217	5	541	0.339
rs5218	5	542	0.506
rs5219	5	543	0.346
rs5220	5	544	0.611
rs5221	5	545	0.493
rs5222	5	546	0.044
rs5223	5	547	0.144
rs5224	5	548	0.591
rs5225	5	549	0.221
rs5226	5	550	0.976
rs5227	5	551	0.001
rs5228	5	552	0.665
rs5229	5	553	0.35
rs5230	5	554	0.066
rs5231	5	555	0.264
rs5232	5	556	1.613
rs5233	5	557	0.806
rs5234	5	558	0.285
rs5235	5	559	0.09
rs5236	5	560	0.368
rs5237	5	561	0.42
rs5238	5	562	1.475
rs5239	5	563	0.257
rs5240	5	564	0.154
rs5241	5	565	0.082
rs5242	5	566	0.355
rs5243	5	567	0.028
rs5244	5	568	0.466
rs5245	5	569	0.395
rs5246	5	570	0.024
rs5247	5	571	0.442
rs5248	5	572	0.787
rs5249	5	573	0.234
rs5250	5	574	0.403
rs5251	5	575	0.052
rs5252	5	576	0.102
rs5253	5	577	0.262
rs5254	5	578	1.199
rs5255	5	579	0.239
rs5256	5	580	0.673
rs5257	5	581	0.105
rs5258	5	582	0.284
rs5259	5	583	0.113
rs5260	5	584	0.212
rs5261	5	585	0.064
rs5262	5	586	1.104
rs5263	5	587	1.594
rs5264	5	588	0.027
rs5265	5	589	0.926
rs5266	5	590	0.342
rs5267	5	591	0.924
rs5268	5	592	1.104
rs5269	5	593	0.189
rs5270	5	594	1.016
rs5271	5	595	1.058
rs5272	5	596	0.086
rs5273	5	597	0.387
rs5274	5	598	0.02
rs5275	5	599	0.177
rs5276	5	600	0.687
rs5277	5	601	0.011
rs5278	5	602	0.265
rs5279	5	603	0.392
rs5280	5	604	0.057
rs5281	5	605	0.308
rs5282	5	606	0.433
rs5283	5	607	0.226
rs5284	5	608	0.391
rs5285	5	609	0.559
rs5286	5	610	0.88
rs5287	5	611	3.162
rs5288	5	612	0.311
rs5289	5	613	0.029
rs5290	5	614	0.019
rs5291	5	615	0.437
rs5292	5	616	0.014
rs5293	5	617	0.625
rs5294	5	618	0.795
rs5295	5	619	0.212
rs5296	5	620	0.134
rs5297	5	621	0.571
rs5298	5	622	0.029
rs5299	5	623	0.085
rs5300	5	624	0.146
rs5301	5	625	0.488
rs5302	5	626	0.77
rs5303	5	627	0.094
rs5304	5	628	0.105
rs5305	5	629	0.389
rs5306	5	630	1.011
rs5307	5	631	0.785
rs5308	5	632	0.2
rs5309	5	633	0.113
rs5310	5	634	0.067
rs5311	5	635	0.003
rs5312	5	636	0.446
rs5313	5	637	0.794
rs5314	5	638	0.566
rs5315	5	639	0.481
rs5316	5	640	0.868
rs5317	5	641	0.916
rs5318	5	642	0.225
rs5319	5	643	0.024
rs5320	5	644	0.044
rs5321	5	645	0.259
rs5322	5	646	0.412
rs5323	5	647	2
rs5324	5	648	0.028
rs5325	5	649	1.853
rs5326	5	650	0.44
rs5327	5	651	0.082
rs5328	5	652	0.243
rs5329	5	653	0.209
rs5330	5	654	0.417
rs5331	5	655	1.632
rs5332	5	656	0.144
rs5333	5	657	0.942
rs5334	5	658	0.129
rs5335	5	659	0.183
rs5336	5	660	0.279
rs5337	5	661	0.285
rs5338	5	662	0.681
rs5339	5	663	1.508
rs5340	5	664	0.046
rs5341	5	665	0.111
rs5342	5	666	0.779
rs5343	5	667	0.474
rs5344	5	668	0.243
rs5345	5	669	0.049
rs5346	5	670	1.4
rs5347	5	671	0.171
rs5348	5	672	0.098
rs5349	5	673	0.054
rs5350	5	674	0.59
rs5351	5	675	1.606
rs5352	5	676	0.255
rs5353	5	677	0.112
rs5354	5	678	0.057
rs5355	5	679	0.068
rs5356	5	680	0.013
rs5357	5	681	0.154
rs5358	5	682	0.434
rs5359	5	683	0.878
rs5360	5	684	0.124
rs5361	5	685	0.317
rs5362	5	686	0.055
rs5363	5	687	1.558
rs5364	5	688	1.003
rs5365	5	689	0.547
rs5366	5	690	0.096
rs5367	5	691	0.643
rs5368	5	692	1.374
rs5369	5	693	0.197
rs5370	5	694	0.295
rs5371	5	695	0.006
rs5372	5	696	0.563
rs5373	5	697	0.199
rs5374	5	698	0.159
rs5375	5	699	0.471
rs5376	5	700	0.954
rs5377	5	701	0.085
rs5378	5	702	0.068
rs5379	5	703	0.108
rs5380	5	704	0.001
rs5381	5	705	0.223
rs5382	5	706	0.447
rs5383	5	707	0.592
rs5384	5	708	0.045
rs5385	5	709	0.142
rs5386	5	710	2.552
rs5387	5	711	0.121
rs5388	5	712	0.127
rs5389	5	713	0.211
rs5390	5	714	0.593
rs5391	5	715	0.011
rs5392	5	716	0.106
rs5393	5	717	0.004
rs5394	5	718	0.042
rs5395	5	719	0.792
rs5396	5	720	1.052
rs5397	5	721	0.183
rs5398	5	722	0.43
rs5399	5	723	0.962
rs5400	5	724	0.073
rs5401	5	725	0.533
rs5402	5	726	0.087
rs5403	5	727	0.478
rs5404	5	728	0.677
rs5405	5	729	0.352
rs5406	5	730	0.279
rs5407	5	731	0.017
rs5408	5	732	1.941
rs5409	5	733	0.692
rs5410	5	734	0.406
rs5411	5	735	0.157
rs5412	5	736	0.293
rs5413	5	737	0.105
rs5414	5	738	0.015
rs5415	5	739	0.225
rs5416	5	740	0.136
rs5417	5	741	0.147
rs5418	5	742	0.334
rs5419	5	743	0.588
rs5420	5	744	0.071
rs5421	5	745	0.49
rs5422	5	746	0.21
rs5423	5	747	0.605
rs5424	5	748	0.101
rs5425	5	749	1.848
rs5426	5	750	0.517
rs5427	5	751	0.134
rs5428	5	752	0.093
rs5429	5	753	0.469
rs5430	5	754	0.126
rs5431	5	755	0.366
rs5432	5	756	0.083
rs5433	5	757	0.126
rs5434	5	758	0.345
rs5435	5	759	0.284
rs5436	5	760	0.07
rs5437	5	761	0.341
rs5438	5	762	0.911
rs5439	5	763	0.525
rs5440	5	764	0.834
rs5441	5	765	0.023
rs5442	5	766	0.485
rs5443	5	767	0.255
rs5444	5	768	0.05
rs5445	5	769	0.261
rs5446	5	770	0.083
rs5447	5	771	0.077
rs5448	5	772	0.076
rs5449	5	773	0.188
rs5450	5	774	0.505
rs5451	5	775	0.722
rs5452	5	776	0.056
rs5453	5	777	0.465
rs5454	5	778	0.302
rs5455	5	779	0.66
rs5456	5	780	0.66
rs5457	5	781	1.335
rs5458	5	782	0.685
rs5459	5	783	0.362
rs5460	5	784	0.265
rs5461	5	785	0.14
rs5462	5	786	0.011
rs5463	5	787	0.519
rs5464	5	788	0.132
rs5465	5	789	0.173
rs5466	5	790	0.379
rs5467	5	791	0.11
rs5468	5	792	0.459
rs5469	5	793	0.341
rs5470	5	794	0.746
rs5471	5	795	0.498
rs5472	5	796	1.701
rs5473	5	797	0.617
rs5474	5	798	0.214
rs5475	5	799	0.408
rs5476	5	800	1.335
rs5477	5	801	0.026
rs5478	5	802	0.029
rs5479	5	803	0.27
rs5480	5	804	0.346
rs5481	5	805	0.492
rs5482	5	806	0.27
rs5483	5	807	0.486
rs5484	5	808	0.324
rs5485	5	809	0.276
rs5486	5	810	0.072
rs5487	5	811	0.257
rs5488	5	812	0.151
rs5489	5	813	0.04
rs5490	5	814	0.356
rs5491	5	815	0.473
rs5492	5	816	0.036
rs5493	5	817	0.077
rs5494	5	818	0.073
rs5495	5	819	0.578
rs5496	5	820	0.251
rs5497	5	821	0.231
rs5498	5	822	0.839
rs5499	5	823	0.437
rs5500	5	824	0.047
rs5501	5	825	0.074
rs5502	5	826	0.114
rs5503	5	827	0.036
rs5504	5	828	0.448
rs5505	5	829	0.027
rs5506	5	830	0.227
rs5507	5	831	0.123
rs5508	5	832	1.096
rs5509	5	833	0.513
rs5510	5	834	0.095
rs5511	5	835	0.346
rs5512	5	836	1.486
rs5513	5	837	0.208
rs5514	5	838	0.111
rs5515	5	839	1.734
rs5516	5	840	0.343
rs5517	5	841	0.035
rs5518	5	842	0.196
rs5519	5	843	0.846
rs5520	5	844	0.687
rs5521	5	845	0.49
rs5522	5	846	0.179
rs5523	5	847	0.041
rs5524	5	848	0.087
rs5525	5	849	0.181
rs5526	5	850	0.454
rs5527	5	851	0.166
rs5528	5	852	0.498
rs5529	5	853	0.644
rs5530	5	854	0.292
rs5531	5	855	1.262
rs5532	5	856	0.589
rs5533	5	857	0.668
rs5534	5	858	0.495
rs5535	5	859	0.159
rs5536	5	860	0.01
rs5537	5	861	0.117
rs5538	5	862	0.429
rs5539	5	863	0.286
rs5540	5	864	0.973
rs5541	5	865	0.459
rs5542	5	866	1.924
rs5543	5	867	0.188
rs5544	5	868	0.6
rs5545	5	869	0.573
rs5546	5	870	0.605
rs5547	5	871	0.157
rs5548	5	872	0.457
rs5549	5	873	0.868
rs5550	5	874	0.909
rs5551	5	875	0.013
rs5552	5	876	0.167
rs5553	5	877	2.466
rs5554	6	1	2.067
rs5555	6	2	0.035
rs5556	6	3	0.095
rs5557	6	4	0.591
rs5558	6	5	0.258
rs5559	6	6	0.048
rs5560	6	7	0.042
rs5561	6	8	1.142
rs5562	6	9	0.132
rs5563	6	10	0.431
rs5564	6	11	0.023
rs5565	6	12	0.233
rs5566	6	13	0.259
rs5567	6	14	0.805
rs5568	6	15	0.187
rs5569	6	16	0.528
rs5570	6	17	1.105
rs5571	6	18	0.161
rs5572	6	19	0.376
rs5573	6	20	0.149
rs5574	6	21	1.191
rs5575	6	22	0.959
rs5576	6	23	0.066
rs5577	6	24	0.803
rs5578	6	25	0.301
rs5579	6	26	0.235
rs5580	6	27	1.879
rs5581	6	28	0.035
rs5582	6	29	0.176
rs5583	6	30	0.112
rs5584	6	31	0.211
rs5585	6	32	1.191
rs5586	6	33	0.125
rs5587	6	34	0.627
rs5588	6	35	0.004
rs5589	6	36	1.481
rs5590	6	37	0.21
rs5591	6	38	0.105
rs5592	6	39	0.048
rs5593	6	40	0.717
rs5594	6	41	0.364
rs5595	6	42	0.304
rs5596	6	43	0.461
rs5597	6	44	0.137
rs5598	6	45	0.135
rs5599	6	46	0.349
rs5600	6	47	0.085
rs5601	6	48	0.703
rs5602	6	49	0.67
rs5603	6	50	0.262
rs5604	6	51	0.047
rs5605	6	52	1.038
rs5606	6	53	0.711
rs5607	6	54	0.003
rs5608	6	55	0.478
rs5609	6	56	2.201
rs5610	6	57	0.236
rs5611	6	58	0.006
rs5612	6	59	0.237
rs5613	6	60	0.145
rs5614	6	61	0.225
rs5615	6	62	0.553
rs5616	6	63	0.472
rs5617	6	64	0.215
rs5618	6	65	0.621
rs5619	6	66	0.318
rs5620	6	67	0.362
rs5621	6	68	0.005
rs5622	6	69	0.438
rs5623	6	70	0.005
rs5624	6	71	0.215
rs5625	6	72	0.108
rs5626	6	73	0.279
rs5627	6	74	0.411
rs5628	6	75	0.111
rs5629	6	76	0.251
rs5630	6	77	0.543
rs5631	6	78	0.662
rs5632	6	79	0.393
rs5633	6	80	0.771
rs5634	6	81	0.032
rs5635	6	82	0.419
rs5636	6	83	0.2
rs5637	6	84	0.028
rs5638	6	85	0.916
rs5639	6	86	0.5
rs5640	6	87	0.139
rs5641	6	88	0.215
rs5642	6	89	0.278
rs5643	6	90	0.044
rs5644	6	91	0.872
rs5645	6	92	0.177
rs5646	6	93	0.77
rs5647	6	94	0.154
rs5648	6	95	0.23
rs5649	6	96	0.59
rs5650	6	97	0.199
rs5651	6	98	0.26
rs5652	6	99	0.328
rs5653	6	100	0.79
rs5654	6	101	0.322
rs5655	6	102	0.647
rs5656	6	103	0.451
rs5657	6	104	0.91
rs5658	6	105	0.06
rs5659	6	106	0.482
rs5660	6	107	0.087
rs5661	6	108	0.199
rs5662	6	109	1.422
rs5663	6	110	0.337
rs5664	6	111	1.054
rs5665	6	112	0.783
rs5666	6	113	0.193
rs5667	6	114	0.781
rs5668	6	115	0.819
rs5669	6	116	1.045
rs5670	6	117	0.894
rs5671	6	118	0.18
rs5672	6	119	0.226
rs5673	6	120	0.216
rs5674	6	121	0.326
rs5675	6	122	1.104
rs5676	6	123	0.253
rs5677	6	124	1.334
rs5678	6	125	0.688
rs5679	6	126	0.326
rs5680	6	127	0.679
rs5681	6	128	0.491
rs5682	6	129	0.266
rs5683	6	130	0.944
rs5684	6	131	0.294
rs5685	6	132	0.07
rs5686	6	133	0.31
rs5687	6	134	0.324
rs5688	6	135	0.701
rs5689	6	136	0.307
rs5690	6	137	0.211
rs5691	6	138	0.136
rs5692	6	139	0.277
rs5693	6	140	0.178
rs5694	6	141	0.044
rs5695	6	142	0.43
rs5696	6	143	0.509
rs5697	6	144	0.891
rs5698	6	145	0.083
rs5699	6	146	0.054
rs5700	6	147	0.761
rs5701	6	148	1.36
rs5702	6	149	0.216
rs5703	6	150	0.038
rs5704	6	151	0.834
rs5705	6	152	0.531
rs5706	6	153	0.082
rs5707	6	154	0.008
rs5708	6	155	0.17
rs5709	6	156	0.377
rs5710	6	157	0.417
rs5711	6	158	0.536
rs5712	6	159	0.352
rs5713	6	160	0.286
rs5714	6	161	0.197
rs5715	6	162	0.042
rs5716	6	163	0.153
rs5717	6	164	1.453
rs5718	6	165	0.049
rs5719	6	166	0.421
rs5720	6	167	0.466
rs5721	6	168	0.21
rs5722	6	169	0.571
rs5723	6	170	0.252
rs5724	6	171	0
rs5725	6	172	0.262
rs5726	6	173	0.74
rs5727	6	174	0.428
rs5728	6	175	0.205
rs5729	6	176	0.895
rs5730	6	177	0.067
rs5731	6	178	0
rs5732	6	179	2.345
rs5733	6	180	1.134
rs5734	6	181	0.047
rs5735	6	182	0.077
rs5736	6	183	0.097
rs5737	6	184	0.873
rs5738	6	185	0.496
rs5739	6	186	1.641
rs5740	6	187	0.489
rs5741	6	188	0.251
rs5742	6	189	0.257
rs5743	6	190	0.007
rs5744	6	191	0.005
rs5745	6	192	0.133
rs5746	6	193	0.081
rs5747	6	194	1.294
rs5748	6	195	0.629
rs5749	6	196	0.593
rs5750	6	197	0.541
rs5751	6	198	0.644
rs5752	6	199	0.533
rs5753	6	200	0.899
rs5754	6	201	0.148
rs5755	6	202	0.071
rs5756	6	203	0.006
rs5757	6	204	0.002
rs5758	6	205	0.349
rs5759	6	206	1.136
rs5760	6	207	0.192
rs5761	6	208	0.099
rs5762	6	209	0.218
rs5763	6	210	0.844
rs5764	6	211	0.007
rs5765	6	212	0.063
rs5766	6	213	1.092
rs5767	6	214	0.231
rs5768	6	215	0.449
rs5769	6	216	0.41
rs5770	6	217	0.126
rs5771	6	218	0.118
rs5772	6	219	0.724
rs5773	6	220	0.005
rs5774	6	221	0.753
rs5775	6	222	0.035
rs5776	6	223	0
rs5777	6	224	0.374
rs5778	6	225	0.235
rs5779	6	226	0.11
rs5780	6	227	0.696
rs5781	6	228	0.863
rs5782	6	229	0.183
rs5783	6	230	0.176
rs5784	6	231	0.496
rs5785	6	232	0.08
rs5786	6	233	0.988
rs5787	6	234	0.169
rs5788	6	235	0.154
rs5789	6	236	0.559
rs5790	6	237	0.015
rs5791	6	238	0.316
rs5792	6	239	0.008
rs5793	6	240	0.552
rs5794	6	241	0.843
rs5795	6	242	0.173
rs5796	6	243	1.836
rs5797	6	244	0.422
rs5798	6	245	0.025
rs5799	6	246	0.385
rs5800	6	247	0.145
rs5801	6	248	0.579
rs5802	6	249	0.817
rs5803	6	250	0.066
rs5804	6	251	0.775
rs5805	6	252	0.199
rs5806	6	253	0.921
rs5807	6	254	0.769
rs5808	6	255	0.212
rs5809	6	256	0.222
rs5810	6	257	0.192
rs5811	6	258	0.534
rs5812	6	259	0.23
rs5813	6	260	0.266
rs5814	6	261	0.391
rs5815	6	262	0.013
rs5816	6	263	0.391
rs5817	6	264	0.826
rs5818	6	265	0.224
rs5819	6	266	0.231
rs5820	6	267	0.199
rs5821	6	268	1.112
rs5822	6	269	0.937
rs5823	6	270	0.136
rs5824	6	271	0.026
rs5825	6	272	1.126
rs5826	6	273	1.103
rs5827	6	274	1.352
rs5828	6	275	0.991
rs5829	6	276	0.147
rs5830	6	277	1.101
rs5831	6	278	0.644
rs5832	6	279	0.01
rs5833	6	280	1.613
rs5834	6	281	0.154
rs5835	6	282	1.033
rs5836	6	283	0.306
rs5837	6	284	0.066
rs5838	6	285	0.666
rs5839	6	286	0.244
rs5840	6	287	0.308
rs5841	6	288	0.234
rs5842	6	289	0.485
rs5843	6	290	0.089
rs5844	6	291	0.022
rs5845	6	292	0.237
rs5846	6	293	0.173
rs5847	6	294	3.134
rs5848	6	295	1.19
rs5849	6	296	0.294
rs5850	6	297	1.001
rs5851	6	298	1.088
rs5852	6	299	0.109
rs5853	6	300	0.756
rs5854	6	301	0.781
rs5855	6	302	1.286
rs5856	6	303	0.242
rs5857	6	304	0.191
rs5858	6	305	0.534
rs5859	6	306	0.004
rs5860	6	307	0.377
rs5861	6	308	0.163
rs5862	6	309	0.252
rs5863	6	310	0.011
rs5864	6	311	0.073
rs5865	6	312	0.389
rs5866	6	313	0.28
rs5867	6	314	0.529
rs5868	6	315	0.271
rs5869	6	316	0.105
rs5870	6	317	0.1
rs5871	6	318	0.977
rs5872	6	319	0.27
rs5873	6	320	1.032
rs5874	6	321	0.275
rs5875	6	322	2.824
rs5876	6	323	0.326
rs5877	6	324	1.885
rs5878	6	325	0.419
rs5879	6	326	0.482
rs5880	6	327	0.021
rs5881	6	328	0.259
rs5882	6	329	0.667
rs5883	6	330	0.439
rs5884	6	331	0.599
rs5885	6	332	1.545
rs5886	6	333	1.661
rs5887	6	334	0.905
rs5888	6	335	1.09
rs5889	6	336	0.667
rs5890	6	337	0.602
rs5891	6	338	0.088
rs5892	6	339	0.115
rs5893	6	340	0.204
rs5894	6	341	0.41
rs5895	6	342	0.69
rs5896	6	343	0.34
rs5897	6	344	1.274
rs5898	6	345	0.444
rs5899	6	346	0.362
rs5900	6	347	0.693
rs5901	6	348	1.422
rs5902	6	349	0.348
rs5903	6	350	0.597
rs5904	6	351	0.341
rs5905	6	352	0.421
rs5906	6	353	0.064
rs5907	6	354	0.05
rs5908	6	355	0.14
rs5909	6	356	0.088
rs5910	6	357	0.223
rs5911	6	358	0.235
rs5912	6	359	0.551
rs5913	6	360	0.382
rs5914	6	361	1.18
rs5915	6	362	0.504
rs5916	6	363	0.154
rs5917	6	364	0.138
rs5918	6	365	1.026
rs5919	6	366	1.088
rs5920	6	367	0.677
rs5921	6	368	0.441
rs5922	6	369	0.336
rs5923	6	370	0.05
rs5924	6	371	0.03
rs5925	6	372	0.681
rs5926	6	373	0.041
rs5927	6	374	1.197
rs5928	6	375	0.505
rs5929	6	376	0.3
rs5930	6	377	0.026
rs5931	6	378	0.21
rs5932	6	379	0.003
rs5933	6	380	0.019
rs5934	6	381	0.381
rs5935	6	382	0.739
rs5936	6	383	0.234
rs5937	6	384	0.523
rs5938	6	385	0.283
rs5939	6	386	0.049
rs5940	6	387	0.058
rs5941	6	388	0.404
rs5942	6	389	1.346
rs5943	6	390	0.207
rs5944	6	391	0.5
rs5945	6	392	0.166
rs5946	6	393	0.417
rs5947	6	394	0.045
rs5948	6	395	0.049
rs5949	6	396	0.085
rs5950	6	397	0.139
rs5951	6	398	0.315
rs5952	6	399	0.768
rs5953	6	400	1.005
rs5954	6	401	0.429
rs5955	6	402	0.329
rs5956	6	403	0.022
rs5957	6	404	0.113
rs5958	6	405	0.514
rs5959	6	406	0.046
rs5960	6	407	0.234
rs5961	6	408	0.126
rs5962	6	409	0.015
rs5963	6	410	1.194
rs5964	6	411	0.194
rs5965	6	412	0.259
rs5966	6	413	0.253
rs5967	6	414	0.889
rs5968	6	415	0.84
rs5969	6	416	0.499
rs5970	6	417	0.164
rs5971	6	418	0.866
rs5972	6	419	0.048
rs5973	6	420	0.019
rs5974	6	421	0.243
rs5975	6	422	0.369
rs5976	6	423	0.392
rs5977	6	424	0.013
rs5978	6	425	0.589
rs5979	6	426	1.389
rs5980	6	427	0.364
rs5981	6	428	0.664
rs5982	6	429	0.069
rs5983	6	430	0.104
rs5984	6	431	0.257
rs5985	6	432	0.526
rs5986	6	433	0.043
rs5987	6	434	0.01
rs5988	6	435	0.085
rs5989	6	436	0.589
rs5990	6	437	0.472
rs5991	6	438	1.809
rs5992	6	439	0.574
rs5993	6	440	0.334
rs5994	6	441	0.22
rs5995	6	442	0.461
rs5996	6	443	0.175
rs5997	6	444	0.351
rs5998	6	445	0.89
rs5999	6	446	0.689
rs6000	6	447	0.718
rs6001	6	448	0.608
rs6002	6	449	0.275
rs6003	6	450	0.669
rs6004	6	451	1.587
rs6005	6	452	0.465
rs6006	6	453	0.404
rs6007	6	454	0.901
rs6008	6	455	0.083
rs6009	6	456	0.061
rs6010	6	457	0.735
rs6011	6	458	0.722
rs6012	6	459	0.534
rs6013	6	460	0.045
rs6014	6	461	0.045
rs6015	6	462	1.137
rs6016	6	463	0.469
rs6017	6	464	0.096
rs6018	6	465	0.633
rs6019	6	466	0.563
rs6020	6	467	0.962
rs6021	6	468	0.257
rs6022	6	469	0.128
rs6023	6	470	0.109
rs6024	6	471	0.44
rs6025	6	472	0.745
rs6026	6	473	0.21
rs6027	6	474	0.226
rs6028	6	475	0.428
rs6029	6	476	0.316
rs6030	6	477	0.289
rs6031	6	478	0.88
rs6032	6	479	0.147
rs6033	6	480	0.143
rs6034	6	481	0.991
rs6035	6	482	1.971
rs6036	6	483	1.139
rs6037	6	484	0.027
rs6038	6	485	0.474
rs6039	6	486	0.053
rs6040	6	487	0.604
rs6041	6	488	0.376
rs6042	6	489	0.062
rs6043	6	490	0.477
rs6044	6	491	0.307
rs6045	6	492	0.196
rs6046	6	493	1.267
rs6047	6	494	0.503
rs6048	6	495	1.109
rs6049	6	496	0.374
rs6050	6	497	0.422
rs6051	6	498	0.228
rs6052	6	499	0.007
rs6053	6	500	0.335
rs6054	6	501	0.382
rs6055	6	502	0.019
rs6056	6	503	0.699
rs6057	6	504	0.433
rs6058	6	505	0.353
rs6059	6	506	0.719
rs6060	6	507	0.704
rs6061	6	508	0.89
rs6062	6	509	0.103
rs6063	6	510	0.544
rs6064	6	511	0.607
rs6065	6	512	0.782
rs6066	6	513	0.929
rs6067	6	514	0.082
rs6068	6	515	0.461
rs6069	6	516	0.223
rs6070	6	517	0.54
rs6071	6	518	0.338
rs6072	6	519	0.276
rs6073	6	520	0.291
rs6074	6	521	0.13
rs6075	6	522	0.739
rs6076	6	523	0.247
rs6077	6	524	0.004
rs6078	6	525	0.127
rs6079	6	526	0.102
rs6080	6	527	0.658
rs6081	6	528	0.105
rs6082	6	529	0.74
rs6083	6	530	0.245
rs6084	6	531	0.402
rs6085	6	532	0.249
rs6086	6	533	0.266
rs6087	6	534	0.124
rs6088	6	535	0.512
rs6089	6	536	0.175
rs6090	6	537	0.431
rs6091	6	538	0.106
rs6092	6	539	0.12
rs6093	6	540	0.483
rs6094	6	541	0.113
rs6095	6	542	0.046
rs6096	6	543	0.111
rs6097	6	544	1.152
rs6098	6	545	0.196
rs6099	6	546	0.014
rs6100	6	547	0.058
rs6101	6	548	0.33
rs6102	6	549	0.136
rs6103	6	550	0.235
rs6104	6	551	0.412
rs6105	6	552	0.321
rs6106	6	553	0.044
rs6107	6	554	0.699
rs6108	6	555	0.454
rs6109	6	556	0.494
rs6110	6	557	0.213
rs6111	6	558	0.029
rs6112	6	559	0.355
rs6113	6	560	0.008
rs6114	6	561	1.063
rs6115	6	562	0.837
rs6116	6	563	0.206
rs6117	6	564	0.194
rs6118	6	565	1.226
rs6119	6	566	0.529
rs6120	6	567	0.053
rs6121	6	568	0.27
rs6122	6	569	0.161
rs6123	6	570	0.196
rs6124	6	571	0.211
rs6125	6	572	0.519
rs6126	6	573	0.373
rs6127	6	574	0.212
rs6128	6	575	0.615
rs6129	6	576	0.021
rs6130	6	577	0.047
rs6131	6	578	0.854
rs6132	6	579	0.294
rs6133	6	580	0.461
rs6134	6	581	0.017
rs6135	6	582	0.209
rs6136	6	583	0.201
rs6137	6	584	0.19
rs6138	6	585	0.008
rs6139	6	586	0.278
rs6140	6	587	0.24
rs6141	6	588	0.196
rs6142	6	589	0.766
rs6143	6	590	0.361
rs6144	6	591	0.04
rs6145	6	592	0.24
rs6146	6	593	0.041
rs6147	6	594	0.325
rs6148	6	595	0.559
rs6149	6	596	0.086
rs6150	6	597	0.278
rs6151	6	598	0.118
rs6152	6	599	0.768
rs6153	6	600	0.307
rs6154	6	601	0.376
rs6155	6	602	0.043
rs6156	6	603	1.338
rs6157	6	604	0.245
rs6158	6	605	0.074
rs6159	6	606	0.143
rs6160	6	607	0.083
rs6161	6	608	0.229
rs6162	6	609	1.176
rs6163	6	610	0.568
rs6164	6	611	0.368
rs6165	6	612	0.114
rs6166	6	613	0.263
rs6167	6	614	1.493
rs6168	6	615	0.524
rs6169	6	616	0.778
rs6170	6	617	0.334
rs6171	6	618	0.133
rs6172	6	619	0.336
rs6173	6	620	0.049
rs6174	6	621	0.219
rs6175	6	622	1.18
rs6176	6	623	0.799
rs6177	6	624	0.054
rs6178	6	625	0.453
rs6179	6	626	1.04
rs6180	6	627	0.568
rs6181	6	628	0.559
rs6182	6	629	0.447
rs6183	6	630	1.036
rs6184	6	631	0.625
rs6185	6	632	0.368
rs6186	6	633	0.226
rs6187	6	634	0.284
rs6188	6	635	0.927
rs6189	6	636	0.18
rs6190	6	637	0.191
rs6191	6	638	0.473
rs6192	6	639	0.136
rs6193	6	640	0.307
rs6194	6	641	1.316
rs6195	6	642	0.208
rs6196	6	643	0.031
rs6197	6	644	0.781
rs6198	6	645	0.08
rs6199	6	646	0.616
rs6200	6	647	0.034
rs6201	6	648	0.038
rs6202	6	649	0.236
rs6203	6	650	2.803
rs6204	6	651	0.005
rs6205	6	652	0.08
rs6206	6	653	0.098
rs6207	6	654	0.067
rs6208	6	655	0.224
rs6209	6	656	0.04
rs6210	6	657	0.306
rs6211	6	658	0.463
rs6212	6	659	0.843
rs6213	6	660	0.097
rs6214	6	661	0.147
rs6215	6	662	0.232
rs6216	6	663	0.286
rs6217	6	664	0.582
rs6218	6	665	0.025
rs6219	6	666	0.148
rs6220	6	667	0.13
rs6221	6	668	0.19
rs6222	6	669	0.659
rs6223	6	670	0.457
rs6224	6	671	0.735
rs6225	6	672	0.491
rs6226	6	673	0.055
rs6227	6	674	0.403
rs6228	6	675	0.175
rs6229	6	676	0.159
rs6230	6	677	0.496
rs6231	6	678	0.319
rs6232	6	679	0.586
rs6233	6	680	1.054
rs6234	6	681	1.438
rs6235	6	682	0.206
rs6236	6	683	0.173
rs6237	6	684	0.447
rs6238	6	685	0.19
rs6239	6	686	0.109
rs6240	6	687	0.028
rs6241	6	688	0.945
rs6242	6	689	0.016
rs6243	6	690	1.55
rs6244	6	691	0.941
rs6245	6	692	0.509
rs6246	6	693	0.395
rs6247	6	694	0.581
rs6248	6	695	0.715
rs6249	6	696	0.124
rs6250	6	697	0.256
rs6251	6	698	1.511
rs6252	6	699	0.04
rs6253	6	700	0.845
rs6254	6	701	0.356
rs6255	6	702	0.346
rs6256	6	703	0.181
rs6257	6	704	0.636
rs6258	6	705	0
rs6259	6	706	0.372
rs6260	6	707	0.595
rs6261	6	708	0.937
rs6262	6	709	0.316
rs6263	6	710	0.688
rs6264	6	711	0.941
rs6265	6	712	0.747
rs6266	6	713	1.184
rs6267	6	714	1.391
rs6268	6	715	0.865
rs6269	6	716	0.187
